CAN_DIAB_TY,num,8,DIABTY,Diabetes,hist
CAN_DIAL,num,8,DIALTYLI,Dialysis,hist
CAN_DRUG_TREAT_COPD,char,1,YNCHAR,Drug Treated COPD,hist
CAN_DRUG_TREAT_HYPERTEN,char,1,YNCHAR,Drug Treated Systemic Hypertension,hist
CAN_ECMO,num,3,YNNUM,Life Support: ECMO,phys
CAN_EDUCATION,num,8,EDLEVEL,Patient/s Educational Status,personal
CAN_ELECTROLYTE,char,1,YNCHAR,Unmanageable fluid-electrolyte losses (IN Pediatric Only),phys
CAN_EMPL_STAT,num,8,EMPLSTAT,Patient/s Employment Status - Pre-6/30/2004,personal
CAN_ENCEPH,char,1,YNCHAR,Encephalopathy,hist
CAN_ENDWLFU,num,8,MMDDYY,Candidate cohort censoring date,stat
CAN_ETHNICITY_SRTR,char,10,$ETHSR,SRTR Patient Ethnicity,personal
CAN_EXHAUST_VASC_ACCESS,char,1,YNCHAR,Exhausted Vascular Access,phys
CAN_FOLLOWS_OPO_ALLOC,num,3,YNNUM,Does candidate follow the OPO/s current allocation,stat
CAN_FUNCTN_STAT,num,8,FUNCSTAT,Patient/s Functional Status,phys
CAN_FUNGAL_SEPSIS,char,1,YNCHAR,Fungal sepsis (IN Pediatric Only),hist
CAN_GENDER,char,1,GENDER,Patient/s Gender,personal
CAN_HGT_CM,num,8,,Candidate/s Height (stored in cm),phys
CAN_HGT_WGT_DT,num,8,MMDDYY,Date of Height & Weight Measurement (Ped Only),phys
CAN_IABP,num,3,YNNUM,Life Support: IABP,phys
CAN_INIT_ACT_STAT_CD,num,8,CANDSTAT,First Active Status,stat
CAN_INIT_ACT_STAT_DT,num,8,MMDDYY,Date of First Active Status,stat
CAN_INIT_INACT_STAT_DT,num,8,MMDDYY,Date of First Inactive Status,stat
CAN_INIT_SRTR_LAB_MELD,num,8,CANDSTAT,First SRTR MELD/PELD given,meld
CAN_INIT_SRTR_LAB_MELD_TY,char,1,MPCHAR,First SRTR MELD/PELD type given,meld
CAN_INIT_STAT,num,8,CANDSTAT,Initial Status of Patient,stat
CAN_IV_INOTROP,num,3,YNNUM,Life Support: IV Inotropes,phys
CAN_LAST_ACT_STAT_DT,num,8,MMDDYY,Last Date of Active Status,stat
CAN_LAST_ALBUMIN,num,8,,Candidate Last Albumin (used for MELD),meld
CAN_LAST_ASCITES,num,8,ASCITES,Candidate Last Ascites (used for MELD),meld
CAN_LAST_BILI,num,8,,Candidate Last Bilirubin (used for MELD),meld
CAN_LAST_DIAL_PRIOR_WEEK,char,1,YNCHAR,Last non-blank val. of dialysis within prior week,phys
CAN_LAST_ENCEPH,num,8,ENCEPH,Candidate Last Encephalopathy (used for MELD),meld
CAN_LAST_INACT_STAT_DT,num,8,MMDDYY,Last Date of Inactive Status,stat
CAN_LAST_INR,num,8,,Candidate Last INR (used for MELD),meld
CAN_LAST_SERUM_CREAT,num,8,,Candidate Last Serum Creatinine mg/dl (used for MELD),meld
CAN_LAST_SERUM_SODIUM,num,8,,Candidate Last Serum Sodium (used for MELD),meld
CAN_LAST_SRTR_LAB_MELD,num,8,CANDSTAT,Last SRTR MELD/PELD given,meld
CAN_LAST_SRTR_LAB_MELD_TY,char,1,MPCHAR,Last SRTR MELD/PELD type given,meld
CAN_LAST_STAT,num,8,CANDSTAT,Last Status of Patient (with 2 day rule),stat
CAN_LIFE_SUPPORT,char,1,YNCHAR,Patient on Life Support,phys
CAN_LIFE_SUPPORT_OTHER,num,3,YNNUM,Life Support: Other Mechanism,phys
CAN_LISTING_CTR_ID,num,4,,CAN_LISTING_ Center ID,stat
CAN_LISTING_DT,num,8,MMDDYY,Listing Date - date/time candidate was physically added to the waiting list - this date/time does not change for transfers,stat
CAN_LISTING_OPO_ID,num,4,,OPO Serving Listing Center,stat
CAN_LIVING_DON_TX,num,3,YNNUM,Has Candidate received a Living Donor transplant? (used for Liver Candidates),hist
CAN_LI_DYSFUNCTN,char,1,YNCHAR,Liver Dysfunction,hist
CAN_LOSS_VASC_ACCESS,char,1,YNCHAR,Loss of two or more vascular access sites (IN Pediatric Only),hist
CAN_MALIG,char,1,YNCHAR,Any previous Malignancy,malig
CAN_MALIG_TY,num,8,MALIG,Previous Malignancy Type(s),malig
CAN_MALIG_TY_BREAST,num,8,,Previous Malignancy - Breast (14),malig
CAN_MALIG_TY_CNS_TUMOR,num,8,,Previous Malignancy - CNS Tumor (14),malig
CAN_MALIG_TY_GENITOURINARY,num,8,,Previous Malignancy - Genitourinary (14),malig
CAN_MALIG_TY_HEPBLAST,num,8,,Previous Malignancy - Hepatoblastoma (14),malig
CAN_MALIG_TY_HEPCARCINOMA,num,8,,Previous Malignancy - Hepatocellular Carcinoma (14),malig
CAN_MALIG_TY_LEUK_LYMPH,num,8,,Previous Malignancy - Leukemia/Lymphoma (14),malig
CAN_MALIG_TY_LIVER,num,8,,Previous Malignancy - Liver (14),malig
CAN_MALIG_TY_LU,num,8,,Previous Malignancy - Lung (14),malig
CAN_MALIG_TY_OTHER,num,8,,"Previous Malignancy - Other, specify (14)",malig
CAN_MALIG_TY_SKIN_MEL,num,8,,Previous Malignancy - Skin Melanoma (14),malig
CAN_MALIG_TY_SKIN_NON_MEL,num,8,,Previous Malignancy - Skin Non-Melanoma (14),malig
CAN_MALIG_TY_THROAT,num,8,,Previous Malignancy - Tongue/Throat/Larynx (14),malig
CAN_MALIG_TY_THYROID,num,8,,Previous Malignancy - Thyroid (14),malig
CAN_MALIG_TY_UNK,num,8,,Previous Malignancy - Type Unknown (14),malig
CAN_MAX_AGE,num,8,,Maximum acceptable Donor age,match
CAN_MAX_MILE,num,8,,Maximum miles the implant team will travel,match
CAN_MAX_WGT,num,8,,Maximum acceptable Donor Weight,match
CAN_MED_COND,num,8,MEDCOND,Medical Condition,match
CAN_MIN_AGE,num,8,,Minimum acceptable Donor Age,match
CAN_MIN_WGT,num,8,,Minimum acceptable Donor Weight,match
CAN_MOST_RECENT_CREAT,num,8,,Most Recent Absolute Creatinine,phys
CAN_MOST_RECENT_HGT_CM,num,8,,Candidate/s most recent Waitlist Height in centimeter,phys
CAN_MOST_RECENT_WGT_KG,num,8,,Candidate/s most recent Waitlist Weight in kilograms,phys
CAN_MOTOR_DEVELOP,num,8,MOTDEV,Motor Development (Ped Only),phys
CAN_MUSCLE_WASTING,char,1,YNCHAR,Marked Muscle Wasting,phys
CAN_NEOPLASM,char,1,YNCHAR,Neoplasm,phys
CAN_NEW_PREV_PI_TX,char,1,YNCHAR,Previous Pancreas Islet Transplantation:,hist
CAN_NON_RECON_GI,char,1,YNCHAR,Non-Reconstructible GI tract (IN Pediatric Only),hist
CAN_PEPTIC_ULCER,num,8,PEPULCER,Peptic Ulcer Disease,hist
CAN_PERIPH_VASC,char,1,YNCHAR,Symptomatic Peripheral Vascular Disease,hist
CAN_PERM_STATE,char,2,$STATE,Patient/s Permanent State,personal
CAN_PGE,num,3,YNNUM,Life Support: PGE,phys
CAN_PHYSC_CAPACITY,num,8,PHYSCP,Physical Capacity:,phys
CAN_PORTAL_VEIN,char,1,YNCHAR,History of Portal Vein Thrombosis,hist
CAN_PRELIM_XMATCH_REQUEST,char,1,YNCHAR,Preliminary Crossmatch Required,match
CAN_PREV_ABDOM_SURG,char,1,YNCHAR,Previous Upper Abdominal Surgery,hist
CAN_PREV_BONE_MARROW_DT,num,8,MMDDYY,Date of Latest Bone Marrow Transplant,hist
CAN_PREV_BONE_MARROW_TX,num,8,,Number Bone Marrow Transplants,hist
CAN_PREV_HL,num,8,,Prev Heart-Lung Tx,hist
CAN_PREV_HR,num,8,,Prev Heart Tx,hist
CAN_PREV_IN,num,8,,Prev Intestine Tx,hist
CAN_PREV_KI,num,8,,Prev Kidney Tx,hist
CAN_PREV_KP,num,8,,Prev Kidney-Pancreas Tx,hist
CAN_PREV_LI,num,8,,Prev Liver Tx,hist
CAN_PREV_LU,num,8,,Prev Lung Tx,hist
CAN_PREV_PA,num,8,,Prev Pancreas Tx,hist
CAN_PREV_TX,num,8,,Previous Transplants,hist
CAN_PREV_TXFUS,char,1,YNCHAR,Any Previous Transfusions,hist
CAN_PRIMARY_PAY,num,8,PRMSRCPY,Source of Payment//Primary:,personal
CAN_PULM_EMBOL,char,1,YNCHAR,Pulmonary Embolism,hist
CAN_RACE,num,8,RACE,Patient/s Race,personal
CAN_RACE_SRTR,char,10,$RACEBSR,SRTR Patient Race,personal
CAN_RECUR_SEPSIS,char,1,YNCHAR,Recurrent sepsis (IN Pediatric Only),hist
CAN_REM_CD,num,8,REMCD,Reason why candidate was removed (removal code),stat
CAN_REM_COD,num,8,COD,Cause of Death,stat
CAN_REM_DT,num,8,MMDDYY,"rem_dt /remreg, censored by CAN_DEATH_DT, tx_dt",stat
CAN_SECONDARY_PAY,num,8,SNDSRCPY,Source of Payment//Secondary:,personal
CAN_SOURCE,char,1,ARLCHAR,"Source of Candidate Data: A =Active Waitlist,R= Removed from Waitlist,L=Live Don Organ Recipient never on waitlist",tx
CAN_STAT_EXTEND_FLG,num,3,YNNUM,Status Extension granted for Liver candidate,stat
CAN_TIEBREAKER_DT,num,8,MMDDYY,Tiebreaker Date - used as the ultimate tiebreaker,match
CAN_TIPSS,char,1,YNCHAR,History of TIPSS,hist
CAN_TOT_ALBUMIN,num,8,,Total Serum Albumin,phys
CAN_TOT_BILI,num,8,,Total Bilirubin (IN Pediatric Only),phys
CAN_TRR_EXISTS,num,8,,TRR found for this PX_ID-org_ty,tx
CAN_TX_COUNTRY,num,8,CTRYID,"Country of transplant, if outside the US",tx
CAN_VAD_TAH,num,8,VADTAH,Life Support: VAD/TAH,phys
CAN_VARICEAL_BLEEDING,char,1,YNCHAR,Variceal Bleeding within Last Two Weeks,phys
CAN_VENTILATOR,num,3,YNNUM,Life Support: Ventilator,phys
CAN_WGT_KG,num,8,,Candidate/s Weight in kilograms,phys
CAN_WORK_INCOME,char,1,YNCHAR,Working for income:,personal
CAN_WORK_NO_STAT,num,8,NOTWRK,"Working for income//If No, Not Working Due To:",personal
CAN_WORK_YES_STAT,num,8,WRKNCM,Working for income//If Yes:,personal
CAN_YEAR_ENTRY_US,num,8,,Year of Entry to the U.S.,personal
DONOR_ID,num,8,,Encrypted Unique Donor ID (all donors) - foreign key,tx
DON_TY,char,3,,"Donor Type (C-deceased, L-living)",tx
ORG_AR,char,3,,Organ type with pancreas expanded to PTA and PAK,tx
PERS_ID,num,8,,Unique Person ID for Recipient,personal
PERS_NEXTTX,num,8,MMDDYY,Transplant Date,tx
PERS_NEXTTX_TRR_ID,num,8,,Unique identifier for TRR - unique key,tx
PERS_OPTN_DEATH_DT,num,8,MMDDYY,OPTN Death date by unique person,tx
PERS_RESTRICT_DEATH_DT,num,8,MMDDYY,Restricted death date,tx
PERS_RESTRICT_DEATH_VRFY,char,1,$DTHVRFY,Restricted death verification level,tx
PERS_SSA_DEATH_DT,num,8,MMDDYY,Death date determined from SSA database,tx
PX_ID,num,8,,Patient Identifier,personal
REC_TX_DT,num,8,MMDDYY,Transplant Date,tx
REC_TX_PROCEDURE_TY,num,8,TXPROC,Transplant Procedure Type,tx
WL_ORG,char,4,$WLORG,Organ of this waitlisted record,match
