DON_DCD_SUPPORT_WITHDRAW_TM,num,8,TIME,"If DCD, Time of withdrawal of support"
DON_DCD_THOR_AORTA_CANNUL_DT,num,8,MMDDYY,"If DCD, Date of thoracic aorta cannulation:"
DON_DCD_THOR_AORTA_CANNUL_TM,num,8,TIME,"If DCD, Time of thoracic aorta cannulation:"
DON_DCD_TOT_URINE_OUTPUT,num,8,,"If DCD, Total urine output during OR recovery phase"
DON_DDAVP,char,1,,Meds given Donor: DDAVP
DON_DEATH_CIRCUM,num,8,DTHCRCM,Cirumstances of Death
DON_DEATH_MECH,num,8,DTHMCH,Mechanism of Death
DON_DOBUTAMINE,char,1,,Meds given Donor: Dobutamine
DON_DOPAMINE,char,1,,Meds given Donor: Dopamine
DON_DP1,num,8,DPHLA,Donor/s HLA - DPw (1) locus
DON_DP2,num,8,DPHLA,Donor/s HLA - DPw (2) locus
DON_DQ1,num,8,DQHLA,Donor/s HLA - DQ (1) locus
DON_DQ2,num,8,DQHLA,Donor/s HLA - DQ (2) locus
DON_DR1,num,8,DRLOCUS,Donor/s HLA - DR (1) antigen
DON_DR2,num,8,DRLOCUS,Donor/s HLA - DR (2) antigen
DON_DR51,num,8,WKGRPHLA,Donor/s HLA - DR51 locus
DON_DR52,num,8,WKGRPHLA,Donor/s HLA - DR52 locus
DON_DR53,num,8,WKGRPHLA,Donor/s HLA - DR53 locus
DON_EBNA,char,2,$SRLSTT,EBNA (Epstein-Barr nuclear antigen)
DON_EBV_IGG,char,2,$SRLSTT,EBV (VCA) (lgG):
DON_EBV_IGM,char,2,$SRLSTT,EBV (VCA) (lgM):
DON_EJECT_FRACT,num,8,,LV Ejection Fraction %
DON_EJECT_FRACT_METH,num,8,LVEJCMTH,Method
DON_ETHNICITY_SRTR,char,10,$ETHSR,SRTR Donor Ethnicity
DON_EXPAND_DON_FLG_OPTN,num,3,,Does donor meet criteria to be an Expanded Donor?
DON_EXPAND_DON_KI,num,3,,"Meets expanded donor criteria for kidney (1= yes , 0= no)"
DON_EXPRESS_FAMILY,char,1,,Did the patient express to family or others the intent to be a donor
DON_EXTRACRANIAL_CANCER,char,1,,Extracranial
DON_FEEDBACK_DONE,num,3,,Feedback Completed for Donor?
DON_FINAL_SERUM_CREAT,num,8,,Final Serum Creatinine
DON_GENDER,char,1,,Donor/s Gender
DON_HBC_STAT,num,8,SRLGYSTT,Hepatitis B Core Antibody Status
DON_HBV_NAT,char,2,,Donor RNA Nat serology value for hbv test
DON_HBV_SURF_ANTIBODY,char,2,$SRLSTT,HBsAb (Hepatitis B Surface Antibody)
DON_HBV_SURF_ANTIGEN,char,2,$SRLSTT,HBsAg
DON_HCV_NAT,char,2,,Donor RNA Nat serology value for hcv test
DON_HCV_STAT,num,8,SRLGYSTT,HCV Antibody Status
DON_HEAVY_ALCOHOL,char,1,,Heavy Alcohol Use (heavy= 2+ drinks/day):
DON_HEMATOCRIT,num,8,,Hematocrit:
DON_HEPARIN,char,1,,Heparin
DON_HGT_CM,num,8,,Donor/s Height in centimeters
DON_HIGH_CREAT,num,3,,"Donor serum creatinine > 1.5 (1= yes, 0= no)"
DON_HIST_ALCOHOL,char,1,,Alcohol Dependency
DON_HIST_CANCER,num,8,HSTSTST,History of Cancer
DON_HIST_CIGARETTE_GT20_PKYR,char,1,,Cigarette Use > 20 Pack Years - Ever
DON_HIST_COCAINE,char,1,,Cocaine Use
DON_HIST_DIAB,num,8,HSTDBDR,History of Diabetes
DON_HIST_HYPERTEN,num,8,HSTHYPDR,History of Hypertension
DON_HIST_INSULIN_DEPND,num,8,INSDPDR,Insulin Dependent
DON_HIST_IV_DRUG,char,1,,IV Drug Use - Pre-6/30/2004
DON_HIST_OTHER_DRUG,char,1,,Other Drug Abuse
DON_HIST_PREV_MI,char,1,,History of Previous MI
DON_HIV_NAT,char,2,,Donor RNA Nat serology value for hiv test
DON_HLA_TYP,char,1,,Was Donor HLA Typed
DON_HLA_TYP_NOT_DONE,num,3,,HLA Typing not done for donor
DON_HOME_STATE,char,2,$STATE,Donor/s Home State
DON_HTLV_NAT,char,2,,Donor RNA Nat serology value for htlv test
DON_HTN,num,3,,"Donor history of hypertension (1= yes, 0= no)"
DON_HYPERTEN_DIET,char,1,,Diet
DON_HYPERTEN_DIURETICS,char,1,,Diuretics
DON_HYPERTEN_OTHER_MEDS,char,1,,Other Medication
DON_INFECT_BLOOD,num,3,,Infection Source: Blood
DON_INFECT_BLOOD_CONFIRM,char,1,,Infection Source: Blood/Confirmed by Culture
DON_INFECT_LU,num,3,,Infection Source: Lung
DON_INFECT_LU_CONFIRM,char,1,,Infection Source: Lung/Confirmed by Culture
DON_INFECT_OTHER,num,3,,Infection Source: Other
DON_INFECT_OTHER_CONFIRM,char,1,,Infection Source: Other/Confimed by Culture
DON_INFECT_URINE,num,3,,Infection Source: Urine
DON_INFECT_URINE_CONFIRM,char,1,,Infection Source: Urine/Confirmed by Culture
DON_INOTROP_AGENT_GE3,char,1,,Three or More Inotropic Agents at Time of Incision
DON_INOTROP_SUPPORT,char,1,,Inotropic Support
DON_INR,num,8,,INR:
DON_INSULIN,char,1,,Insulin:
DON_INTRACRANIAL_CANCER,char,1,,Intracranial
DON_KI_GLOMER_OBSERVED,num,8,,Glomeruli Observed on Kidney biopsy
DON_KI_GLOMER_SCLER_PCT,num,8,,Percent Glomerular Sclerosis on Kidney biopsy
DON_LF_KI_BIOPSY,char,1,,Kidney Biopsy (left)
DON_LF_KI_GLOMER_SCLER_PCT,num,8,KGLMR,% Glomerulosclerosis (Left Kidney)
DON_LF_KI_PUMP,char,1,,Pump (Left Kidney)
DON_LF_KI_RESIST_PRIOR_SHIP,num,8,,Final Resistance Prior to Shipping (left) //Final Resistance Prior to Shipping:
DON_LF_KI_TXFER_PUMP,char,1,,Transferred on pump (left)://Transferred on pump:
DON_LF_LU_BRONCHO,num,8,ABNLBRNC,Left Lung Bronchoscopy:
DON_LIPASE,num,8,,Serum Lipase
DON_LI_BIOPSY,char,1,,Liver Biopsy
DON_LI_BIOPSY_MACRO_FAT,num,8,,% Macro vesicular fat:
DON_LI_BIOPSY_MICRO_FAT,num,8,,% Micro/intermediate vesicular fat:
DON_LI_OTH_HISTOLOGY_GRANULOMAS,num,3,,Granulomas Histology performed
DON_LI_OTH_HISTOLOGY_HEMOSIDERA,num,3,,Hemosidera Histology performed
DON_LI_OTH_HISTOLOGY_OTHER,num,3,,Other Histology performed
DON_MAP_FINAL,num,8,,MAP (final) //Map:
DON_MAP_INIT,num,8,,MAP (initial) //Map: (mm/Hg)
DON_MAX_CREAT,num,8,,Maximum Donor Creatinine
DON_MED_EXAMINER,num,8,MDXMRPRT,Medical Examiner/Coroner
DON_MEET_CDC_HIGH_RISK,char,1,,Does the Donor meet CDC guidelines for High Risk for an organ donor:
DON_MEET_DOUBLE_KI_CRIT,num,3,,Donor meets double KI allocation criteria
DON_NON_HR_BEAT,char,1,,Non-Heart Beating Donor
DON_NON_HR_BEAT_CNTL,char,1,,Controlled
DON_NON_HR_BEAT_CORE_COOL,char,1,,Core Cooling Used
DON_OPO_CTR_ID,num,4,,DON_OPO_ Center ID
DON_PA_DIAST_FINAL,num,8,,PA Diastolic (final) //PA Diastolic:
DON_PA_DIAST_INIT,num,8,,PA Diastolic (initial) //PA Diastolic: (mm/Hg)
DON_PA_SYST_FINAL,num,8,,PA Systolic (final) //PA Systolic:
DON_PA_SYST_INIT,num,8,,PA Systolic (initial) //PA Systolic: (mm/Hg)
DON_PCO2,num,8,,pCO2:
DON_PCWP_FINAL,num,8,,PCWP (final) //PCWP:
DON_PCWP_INIT,num,8,,PCWP (initial) //PCWP: (mm/Hg)
DON_PEAK_SERUM_CREAT,num,8,,Peak Serum Creatinine
DON_PH,num,8,,Blood PH:
DON_PO2,num,8,,Lung pO2 on 100%
DON_PO2_DONE,char,1,,Lung - Was pO2 done:
DON_PO2_FIO2,num,8,,"Lung pO2 on Fio2 //If Yes, Lung pO2 on FiO2 of:"
DON_PRERECOV_DIURETICS,char,1,,Pre-Recov Meds given Donor: Diuretics
DON_PRERECOV_MEDS,char,1,,Prerecovery Medication
DON_PRERECOV_STEROIDS,char,1,,Pre-Recov Meds given Donor: Steroids
DON_PRERECOV_T3,char,1,,Pre-Recov Meds given Donor: T3
DON_PRERECOV_T4,char,1,,Pre-Recov Meds given Donor: T4
DON_PREV_GASTRO_DISEASE,char,1,,Previous Gastrointestinal Disease
DON_PROTEIN_URINE,char,1,,Protein in Urine
DON_PULM_CATH,char,1,,Was a pulmonary artery catheter placed:
DON_RACE,num,8,RACE,Donor/s race
DON_RACE_SRTR,char,10,$RACEBSR,SRTR Donor Race
DON_RECOV_DT,num,8,MMDDYY,Recovery Date (donor to OR)
DON_RECOV_OUT_US,char,1,,Recovered Outside the U.S.
DON_REF_DT,num,8,MMDDYY,Referral Date
DON_REF_FLG,char,1,,Referral Flag
DON_RESUSCIT_DURATION,num,8,,Duration of Resuscitation
DON_RPR_VDRL,char,2,$SRLSTT,RPR-VDRL
DON_RT_KI_BIOPSY,char,1,,Kidney Biopsy (right)
DON_RT_KI_GLOMER_SCLER_PCT,num,8,KGLMR,% Glomerulosclerosis (Right Kidney)
DON_RT_KI_PUMP,char,1,,Pump (Right Kidney)
DON_RT_KI_RESIST_PRIOR_SHIP,num,8,,Final Resistance Prior to Shipping (right) //Final Resistance Prior to Shipping:
DON_RT_KI_TXFER_PUMP,char,1,,Transferred on pump (right)://Transferred on pump:
DON_RT_LU_BRONCHO,num,8,ABNLBRNC,Right Lung Bronchoscopy:
DON_SERUM_AMYLASE,num,8,,Serum Amylase
DON_SGOT,num,8,,SGOT/AST
DON_SGPT,num,8,,SGPT/ALT
DON_SKIN_CANCER,char,1,,Skin
DON_SODIUM,num,8,,Serum Sodium //Last Serum Sodium Prior to Procurement:
DON_SVR_FINAL,num,8,,SVR (final) //SVR:
DON_SVR_INIT,num,8,,SVR (initial) //SVR: (dynes/sec/cm)^5)
DON_TARGET_SOURCE1,num,8,TGTCLSRM,Target Source for Class I:
DON_TARGET_SOURCE2,num,8,TGTCLSRM,Target Source for Class II:
DON_TATTOOS,char,1,,Lifestyle Factors: Tattoos
DON_TM_FOR_XMATCH,char,1,,Is there time for crossmatch?
DON_TOT_BILI,num,8,,Total Bilirubin
DON_TX,num,8,,"Max disposition for Donor, 5(recovered only) or 6(transplanted)"
DON_TXFUS_TERMINAL_HOSP_NUM,num,8,TRANSFUS,Number of transfusions during this (terminal) hospitalization:
DON_TY,char,3,,"Donor Type (C-deceased, L-living)"
DON_TYP_METHCLASS1,num,8,HLATYMTM,Donor/s HLA - Typing Method Class I
DON_TYP_METHCLASS1_DT,num,8,MMDDYY,Date Typing Complete Class I:
DON_TYP_METHCLASS2,num,8,HLATYMTM,Donor/s HLA - Typing Method Class II
DON_TYP_METHCLASS2_DT,num,8,MMDDYY,Date Typing Complete Class II:
DON_USE_DOUBLE_KI,char,1,,"Use Double KI allocation, not Expanded Donor"
DON_VASODIL,char,1,,Vasodilators
DON_VESSELS_GT50_STENOSIS,num,8,,"If Abnormal, # of Vessels with > 50% Stenosis"
DON_WALL_ABNORM_GLOB,char,1,,Wall Abnormalities //Global:
DON_WALL_ABNORM_SEG,char,1,,Wall Abnormalities //Segmental:
DON_WARM_ISCH_TM_MINS,num,8,,Estimated Warm Ischemic Time in minutes
DON_WEST_NILE_NAT,char,2,,Donor RNA Nat serology value for West Nile test
DON_WGT_KG,num,8,,Donor/s Weight in kilograms
PERS_ID,num,8,,"Unique Person ID for patient. Based on matches in similarity of SSN, DOB, Names and Nicknames, Gender, etc."
